query,device,clicks,impressions,ctr,position
сео продвижение это,DESKTOP,0,13,0,69.23076923076923
сео продвижение это,MOBILE,0,16,0,63.625
сео продвижение это простыми словами,DESKTOP,0,2,0,82
сео продвижение это что,DESKTOP,0,1,0,61
сео ташкент,DESKTOP,0,2,0,84.5
сколько платит апгрейд за рекламу,MOBILE,0,3,0,7.666666666666667
сколько стоит бот,DESKTOP,0,1,0,17
сколько стоит бот,MOBILE,0,2,0,17
сколько стоит лиды для салона красоты,DESKTOP,0,7,0,26.428571428571427
сколько стоит оптимизация сайта,DESKTOP,0,1,0,12
сколько стоит разработка сайта,DESKTOP,0,1,0,44
сколько стоит сео продвижение,DESKTOP,0,1,0,11
сколько стоит сео продвижение в месяц,DESKTOP,0,1,0,46
сколько стоит создание чат бота,DESKTOP,0,2,0,8
сколько стоит таргет,MOBILE,0,1,0,8
словарь в маркетинге,MOBILE,0,1,0,24
словарь маркетинга,MOBILE,0,2,0,26
словарь маркетинговых терминов,MOBILE,0,7,0,18.571428571428573
словарь терминов маркетинг,MOBILE,0,2,0,28
словарь терминов по маркетингу,MOBILE,0,2,0,29.5
смм агентство ташкент,DESKTOP,0,1,0,78
смм агентство ташкент,MOBILE,0,7,0,63.42857142857143
смм в ташкенте,MOBILE,0,1,0,13
смм под ключ,DESKTOP,0,1,0,1
смм под ключ,MOBILE,0,3,0,5
смм продвижение,DESKTOP,0,9,0,11.555555555555555
смм продвижение,MOBILE,0,7,0,11.285714285714286
смм продвижение сайта,DESKTOP,0,2,0,8.5
смм продвижение цена,DESKTOP,0,4,0,23
смм продвижение цена,MOBILE,0,4,0,20
смм продвижение это,DESKTOP,0,2,0,13
смм продвижение это,MOBILE,0,1,0,32
смм расшифровка,MOBILE,0,1,0,9
смм расшифровка на русском,DESKTOP,0,1,0,8
смм специалист услуги,MOBILE,0,1,0,11
смм стоимость,DESKTOP,0,1,0,11
смм ташкент,DESKTOP,0,1,0,65
смм ташкент,MOBILE,0,4,0,74.5
смм ташкент цены,DESKTOP,0,1,0,36
смм услуги,DESKTOP,0,1,0,19
смм услуги,MOBILE,0,2,0,9
создание маркетинг кита,DESKTOP,0,1,0,28
создание сайта для бизнеса,DESKTOP,0,4,0,25.5
создание сайта для бизнеса,MOBILE,0,3,0,25.333333333333332
создание сайта под ключ,DESKTOP,0,2,0,60
создание сайтов для бизнеса,MOBILE,0,2,0,151
создание сайтов интернет реклама продвижение сайтов,DESKTOP,0,2,0,22
создание сайтов под ключ,DESKTOP,0,2,0,31
создание сайтов под ключ,MOBILE,0,1,0,22
создание телеграм ботов узбекистан,MOBILE,0,10,0,42.5
создать маркетинг кит,MOBILE,0,1,0,28
средняя стоимость лида,DESKTOP,0,1,0,70
средняя цена за лид,DESKTOP,0,1,0,89
срфепзеюсщь,DESKTOP,0,6,0,7.666666666666667
стоимость seo продвижения,DESKTOP,0,2,0,4.5
стоимость лида,DESKTOP,0,1,0,31
стоимость лида в контекстной рекламе,DESKTOP,0,1,0,77
стоимость лида в маркетинге,MOBILE,0,6,0,28.666666666666668
стоимость лида в таргетированной рекламе,DESKTOP,0,2,0,48.5
стоимость лида это,DESKTOP,0,1,0,29
стоимость лидов,DESKTOP,0,3,0,34.666666666666664
стоимость маркетинговых услуг,DESKTOP,0,1,0,26
стоимость продвижения,MOBILE,0,2,0,35
стоимость продвижения сайта,DESKTOP,0,1,0,8
стоимость сео продвижения в месяц,DESKTOP,0,1,0,8
стр п чат,MOBILE,0,1,0,7
таргет нима,DESKTOP,0,7,0,7.857142857142857
таргет нима,MOBILE,0,16,0,8.4375
таргет реклама заказать,DESKTOP,0,2,0,10
таргетированная реклама заказать,DESKTOP,0,3,0,7
таргетированная реклама цена,DESKTOP,0,1,0,10
тарифи чат джпт,DESKTOP,0,1,0,10
ташкент,MOBILE,0,1,0,55
телеграм адс цена,DESKTOP,0,1,0,5
телеграм адс цена,MOBILE,0,1,0,5
телеграм бот помощник в учебе,DESKTOP,0,1,0,81
телеграм біржі реклами,DESKTOP,0,2,0,6.5
термин лид,DESKTOP,0,1,0,27
термин лид,MOBILE,0,1,0,26
терминология маркетинга,MOBILE,0,1,0,29
термины в маркетинге,MOBILE,0,2,0,29
термины используемые в маркетинге,MOBILE,0,1,0,28
термины маркетинга и рекламы,DESKTOP,0,1,0,42
термины маркетинга и рекламы,MOBILE,0,1,0,29
термины по маркетингу,MOBILE,0,1,0,30
технический аудит сайта чек лист,DESKTOP,0,3,0,82
топ seo продвижение цена,DESKTOP,0,1,0,7
узбек тилида,MOBILE,0,2,0,1.5
узбекистане,MOBILE,0,1,0,1
узбекистондачи,MOBILE,0,1,0,1
умный чат для сайта,DESKTOP,0,5,0,47
условия использования мини приложений телеграм,DESKTOP,0,1,0,39
услуги digital агентства,DESKTOP,0,1,0,36
услуги seo продвижения,DESKTOP,0,1,0,11
услуги smm,DESKTOP,0,2,0,27
услуги smm продвижения,DESKTOP,0,1,0,48
услуги smm специалиста,DESKTOP,0,1,0,8
услуги в рамках smm,DESKTOP,0,18,0,36.55555555555556
услуги интернет маркетинг узбукистан,DESKTOP,0,3,0,57.333333333333336
услуги оптимизации сайта,DESKTOP,0,1,0,39
услуги продвижения сайта,DESKTOP,0,1,0,29
услуги смарт сегментации,DESKTOP,0,1,0,85
услуги смм,MOBILE,0,1,0,8
услуги смм продвижения,DESKTOP,0,1,0,1
услуги смм специалиста,DESKTOP,0,75,0,9.346666666666666
услуги смм специалиста,MOBILE,0,2,0,5
услуги смм специалиста,TABLET,0,1,0,9
услуги смм специалиста что входит,MOBILE,0,3,0,21.666666666666668
услуги смм что это,MOBILE,0,4,0,25
услуги смм-продвижение,MOBILE,0,1,0,72
услуги специалиста smm,MOBILE,0,2,0,16
услуги таргетированной рекламы,DESKTOP,0,1,0,9
услуги таргетолога,DESKTOP,0,1,0,33
услуги таргетолога цена,DESKTOP,0,1,0,42
хостинг бота телеграм,DESKTOP,0,1,0,11
хостинг для ботов,DESKTOP,0,1,0,78
хостинг для тг бота,DESKTOP,0,2,0,84.5
хостинг для телеграм бота,DESKTOP,0,1,0,11
хостинг телеграм бота,MOBILE,0,1,0,11
хочу поговорить с ии,MOBILE,0,1,0,11
хочу поговорить с искусственным интеллектом,MOBILE,0,3,0,7.333333333333333
хочу пообщаться с искусственным интеллектом,MOBILE,0,2,0,5
цена за лид,DESKTOP,0,2,0,54.5
цена за лид,MOBILE,0,2,0,55
цена лида это,DESKTOP,0,2,0,81.5
цены на seo продвижение,MOBILE,0,6,0,64.33333333333334
цены на сео продвижение,DESKTOP,0,1,0,7
чажи пит,MOBILE,0,1,0,6
чат gpt,DESKTOP,0,5,0,6
чат gpt,MOBILE,0,17,0,5.294117647058823
чат gpt,TABLET,0,1,0,7
чат gpt как расшифровывается,MOBILE,0,1,0,11
чат gpt на русском бесплатно,DESKTOP,0,1,0,10
чат gpt онлайн официальный сайт,DESKTOP,0,1,0,4
чат gpt узбек тилида,DESKTOP,0,4,0,6
чат gpt узбек тилида,MOBILE,0,27,0,6.333333333333333
чат jpt,DESKTOP,0,2,0,5.5
чат ugb,DESKTOP,0,1,0,9
чат upt,DESKTOP,0,3,0,5
чат бот директ инстаграм,DESKTOP,0,2,0,46
чат бот для бизнеса бишкек,DESKTOP,0,1,0,63
чат бот на заказ ташкент,DESKTOP,0,1,0,23
чат бот на заказ ташкент,MOBILE,0,24,0,46.291666666666664
чат гпж,DESKTOP,0,1,0,6
чат гпт,MOBILE,0,2,0,7
чат гпт на узбекском,DESKTOP,0,6,0,3.8333333333333335
чат гпт на узбекском,MOBILE,0,38,0,4.921052631578947
чат гпт онлайн,DESKTOP,0,1,0,64
чат гпт узбек тилида,DESKTOP,0,4,0,8
чат гпт узбекча,DESKTOP,0,26,0,5.769230769230769
чат гпт узбекча,TABLET,0,4,0,5.75
чат джипити узбек тилида,DESKTOP,0,35,0,7.9714285714285715
чат джипити узбекча,DESKTOP,0,3,0,9
чат дибити,DESKTOP,0,3,0,4.666666666666666
чат ж пити,MOBILE,0,2,0,8.5
чат жип,MOBILE,0,2,0,6.5
чат жлт,DESKTOP,0,2,0,5.5
чат жпп,MOBILE,0,2,0,4
чат жпс,MOBILE,0,2,0,6
чат жпт узбекча,DESKTOP,0,43,0,6.8604651162790695
чат жпт узбекча,MOBILE,0,8,0,5.75
чат искусственный интеллект на русском,DESKTOP,0,1,0,65
чат нат,MOBILE,0,2,0,6.5
чат нбт,MOBILE,0,1,0,6
чат озе,DESKTOP,0,2,0,6
чат опт,DESKTOP,0,1,0,6
чат опт,MOBILE,0,19,0,6.105263157894737
чат опт,TABLET,0,1,0,5
чат прт,DESKTOP,0,1,0,8
чат прт,MOBILE,0,1,0,5
чат типити,DESKTOP,0,5,0,4
чат чп,DESKTOP,0,1,0,9
чат эпт,DESKTOP,0,2,0,8
чат эпт,MOBILE,0,1,0,6
чат юрт,MOBILE,0,2,0,6
чат-бот майстер для бізнесу,DESKTOP,0,15,0,85.26666666666667
чат-бот майстер для бізнесу,MOBILE,0,14,0,86.21428571428571
чат-бот мастер для бизнеса,DESKTOP,0,37,0,55.945945945945944
чат-бот мастер для бизнеса,MOBILE,0,35,0,60.542857142857144
чат-бот мастер для бизнеса,TABLET,0,1,0,78
чатг гпт,DESKTOP,0,1,0,4
чатгпт онлайн,DESKTOP,0,4,0,6.5
чатгпт онлайн,MOBILE,0,14,0,5.714285714285714
чати пити онлайн,MOBILE,0,2,0,7
чати пити узбекча,DESKTOP,0,5,0,7.4
чать,DESKTOP,0,8,0,7.125
чать,MOBILE,0,1,0,10
чачи пити сайт,MOBILE,0,2,0,10
чачи пити узбек тилида,DESKTOP,0,18,0,7.722222222222222
чачи пити узбек тилида,MOBILE,0,8,0,7.75
чачи пити узбекча,MOBILE,0,14,0,8.857142857142858
чек лист аудита сайта,DESKTOP,0,4,0,65.25
чек лист продвижения сайта,DESKTOP,0,2,0,94.5
чем cpl отличается от cpa,DESKTOP,0,1,0,33
чем отличается ии от чата gpt,MOBILE,0,1,0,10
чем сделка отличается от лида,DESKTOP,0,8,0,12.375
чем ты отличаешься от чата gpt,DESKTOP,0,4,0,9.5
чем ты отличаешься от чата gpt,MOBILE,0,2,0,5
чжбт,MOBILE,0,1,0,8
чоат гпт,DESKTOP,0,1,0,8
что входит в сео продвижение,DESKTOP,0,4,0,74.75
что входит в услуги смм,MOBILE,0,9,0,21.666666666666668
что делать если не принимают заявку в xrp38,MOBILE,0,1,0,2
что значит seo продвижение,DESKTOP,0,1,0,9
что значит лид,DESKTOP,0,1,0,28
что значит лид,MOBILE,0,2,0,30.5
что значит лид в инстаграме,MOBILE,0,1,0,11
что значит лид в инстаграме в переписке,MOBILE,0,3,0,10
что значит лиды,MOBILE,0,2,0,29
что значит пометка лид в инстаграм,MOBILE,0,1,0,10
что значит продвижение сайта,DESKTOP,0,16,0,55.1875
что значит сео продвижение,DESKTOP,0,14,0,77.14285714285714
что означает gpt в chatgpt,DESKTOP,0,3,0,8.333333333333332
что означает gpt в chatgpt,MOBILE,0,3,0,9.333333333333334
что означает лид,MOBILE,0,1,0,32
что означает лид в инстаграме,MOBILE,0,1,0,10
что такое lead,MOBILE,0,3,0,21
что такое seo продвижение,DESKTOP,0,38,0,73.3157894736842
что такое seo продвижение,MOBILE,0,21,0,65.0952380952381
что такое seo продвижение простыми словами,DESKTOP,0,18,0,84.22222222222223
что такое seo продвижение сайта,DESKTOP,0,1,0,60
что такое seo продвижение сайта,MOBILE,0,6,0,61.5
что такое seo продвижение сайтов,DESKTOP,0,1,0,60
что такое smm продвижение,DESKTOP,0,4,0,17
что такое smm продвижение,MOBILE,0,2,0,27
что такое ии-менеджер,DESKTOP,0,1,0,41
что такое лид,DESKTOP,0,14,0,30.285714285714285
что такое лид,MOBILE,0,13,0,27.307692307692307
что такое лид в инстаграм,MOBILE,0,6,0,9.5
что такое лид в коммерческом предложении,DESKTOP,0,17,0,21.41176470588235
что такое лид в коммерческом предложении,MOBILE,0,2,0,24
что такое лид в коммерческом предложении сдо ржд,DESKTOP,0,17,0,38.588235294117645
что такое лид в коммерческом предложении сдо ржд,MOBILE,0,2,0,48
что такое лид в маркетинге,DESKTOP,0,3,0,20.666666666666668
что такое лид в маркетинге,MOBILE,0,1,0,23
что такое лид в продажах,DESKTOP,0,1,0,11
что такое лид в продажах,MOBILE,0,1,0,86
что такое лид в продажах простыми словами,DESKTOP,0,7,0,28.571428571428573
что такое лид в рекламе,MOBILE,0,2,0,17
что такое лиды,DESKTOP,0,8,0,25.125
что такое лиды,MOBILE,0,4,0,16.25
что такое лиды в арбитраже,DESKTOP,0,1,0,84
что такое лиды в инстаграмме,MOBILE,0,5,0,29.4
что такое лиды в интернет маркетинге,MOBILE,0,1,0,26
что такое лиды в интернете,MOBILE,0,1,0,42
что такое лиды в маркетинге,DESKTOP,0,11,0,29.90909090909091
что такое лиды в маркетинге,MOBILE,0,8,0,24.25
что такое лиды в продажах,DESKTOP,0,5,0,27.8
что такое лиды в продажах,MOBILE,0,4,0,29.25
что такое лиды в продажах простыми словами,DESKTOP,0,1,0,36
что такое лиды в продажах простыми словами,MOBILE,0,2,0,32
что такое лиды в рекламе,DESKTOP,0,2,0,28
что такое лиды в рекламе,MOBILE,0,1,0,23
что такое лиды в смм,DESKTOP,0,8,0,28.625
что такое лиды и зачем нужны,DESKTOP,0,12,0,36.5
что такое лиды простыми словами,DESKTOP,0,1,0,20
что такое лиды простыми словами,MOBILE,0,4,0,26.75
что такое продвижение сайта,DESKTOP,0,1,0,64
что такое продвижение сайта,MOBILE,0,13,0,59.07692307692308
что такое сео продвижение,DESKTOP,0,46,0,64.95652173913044
что такое сео продвижение,MOBILE,0,15,0,64.73333333333333
что такое сео продвижение сайта,DESKTOP,0,1,0,59
что такое сео продвижение сайта,MOBILE,0,3,0,59.666666666666664
что такое смм продвижение,DESKTOP,0,2,0,34
что такое смм продвижение сайта,DESKTOP,0,7,0,26
что такое стоимость лида,DESKTOP,0,4,0,42.25
что такое чат gpt простыми словами,MOBILE,0,1,0,10
что такое чат-бот,DESKTOP,0,1,0,94
что такое чат-бот простыми словами,DESKTOP,0,1,0,88
що таке лід,DESKTOP,0,2,0,80
що таке лід в маркетингу,DESKTOP,0,1,0,94
я в узбекистане,MOBILE,0,2,0,1.5
яатгпт,MOBILE,0,4,0,5.75
яндекс плюс узбекистан цена 2026,DESKTOP,0,1,0,7
япт джпт,MOBILE,0,1,0,8
